Date	uz	n	Tmin	Tmax	RHmin	RHmax	Pre	Runoff	Ave_T
1989/1/1	2.5	0	8.9	10.3	75	79	0	12	9.4
1989/1/2	0	6.4	8.4	19.8	46	78	0.2	9.36	11.5
1989/1/3	0.5	8.4	7.5	22.7	47	81	0	8.49	13.2
1989/1/4	0.3	0	13.7	16.1	76	89	39	8.78	14.5
1989/1/5	0.3	0.2	13	17	73	96	54.6	29.6	13.7
1989/1/6	0	0	13.1	15.7	96	98	23.1	73.8	14.2
1989/1/7	0	0	14.9	19	98	98	4.3	39.8	16.9
1989/1/8	0.5	1	16.6	22.2	80	93	0.3	23.4	19.3
1989/1/9	1.3	2.9	16.9	23.1	70	85	0	18.1	19.7
1989/1/10	2.8	3.3	18	22.1	76	85	0	16.3	19.9
1989/1/11	2	0	11.4	20.4	80	90	1.6	15	15.7
1989/1/12	4.5	0	4.4	11.4	76	83	11.5	12.6	6.6
1989/1/13	4.3	0	2.4	4.6	80	88	17	13.2	3.1
1989/1/14	3	0	0.9	3.1	76	82	2.9	22.5	1.7
1989/1/15	3.3	0	1.5	5.6	68	75	5.9	17.8	3.1
1989/1/16	1.3	0	3.2	6.6	77	88	3.4	16.6	4.6
1989/1/17	1.5	2.9	5.1	16.4	70	83	0	16.3	10.1
1989/1/18	1.3	0	10.6	13.4	80	86	0.2	14.1	11.5
1989/1/19	3.3	0.4	8.3	12.3	71	83	0	13.5	9.2
1989/1/20	3	6.2	6.2	14.1	65	80	0	12.9	8.7
1989/1/21	2.5	1.7	7.4	15.1	66	77	1.1	12.6	10.5
1989/1/22	4	0	5.9	10.6	71	81	1.6	12	7
1989/1/23	1.8	9.4	2.8	14.4	40	63	0	11.4	8
1989/1/24	1.3	3.8	7.9	17.6	36	58	1.1	10.8	11.3
1989/1/25	0.5	0	9.4	13	58	77	12.6	10.8	10.7
1989/1/26	1.5	0	8.8	11.1	75	84	6.2	12.6	9.6
1989/1/27	2.8	0	5.6	9.3	70	75	1.6	12.9	7.5
1989/1/28	2.3	0.6	3.4	10.5	52	64	3.3	12.3	6.5
1989/1/29	2.8	0	3.7	8.2	59	85	1.8	12	5.4
1989/1/30	1.3	0.2	4.5	11.1	75	87	0.6	12	6.7
1989/1/31	1.5	0	7.5	11.7	81	85	0	12	8.9
1989/2/1	3.8	0	6.4	9.7	70	78	0	11.4	7.6
1989/2/2	3.3	0	5.5	7.4	76	79	0.4	10.8	5.9
1989/2/3	2.3	0	4.2	6.5	72	80	0.1	10.8	5.4
1989/2/4	1.5	0.5	2.6	12.4	56	71	0.3	10.5	7.2
1989/2/5	1.5	0	7	11.7	66	79	0	10.2	9
1989/2/6	0.3	0	8.6	15.1	69	78	0	9.94	11.2
1989/2/7	2.3	0	8.5	13.4	73	81	3.1	9.94	10.7
1989/2/8	1.3	0	6.6	8.6	83	87	7.8	9.94	7.3
1989/2/9	2	0	6.1	7.1	73	82	1.5	12	6.4
1989/2/10	0.8	7.9	3.8	12.9	43	66	0	10.8	7.4
1989/2/11	0.8	9.4	3	15	36	64	0	10.2	7.9
1989/2/12	0.8	9.1	1.2	18.6	21	62	0	9.65	8.3
1989/2/13	1	9.3	2.7	20.3	21	65	0	9.94	9.8
1989/2/14	0	0.4	9.1	18.3	52	74	0	9.36	12.7
1989/2/15	0.8	0.8	14	20.7	71	84	0	9.36	16.7
1989/2/16	2	6.1	14.6	25.6	56	81	0	9.36	19.7
1989/2/17	0.5	0	18.6	21.5	78	84	1.3	9.07	19.9
1989/2/18	4.3	0	11.5	19.3	71	79	0.6	8.78	13.2
1989/2/19	1.3	0	10.5	15.1	75	84	0	8.78	12.7
1989/2/20	0.5	0	13.7	20.1	72	89	0	8.49	15.8
1989/2/21	1.3	0	12.9	23.2	60	86	0	8.2	15.9
1989/2/22	3	2.3	9.9	21.7	57	76	0	7.72	14
1989/2/23	1	4.8	12	24.6	56	71	0	7.48	17.6
1989/2/24	2.3	0	14.2	22.7	56	72	0	7.72	17.3
1989/2/25	2.3	8.9	7.2	21	26	60	0	7.72	12.4
1989/2/26	0.8	9	5.2	24.5	12	55	0	7.48	12.7
1989/2/27	0.8	4.9	7.2	24.3	42	71	0	7.48	14.8
1989/2/28	0.5	9.6	10.8	26.1	42	74	0	6.52	17.3
1989/3/1	0.8	6.8	12.1	26.5	48	75	0	6.28	18.7
1989/3/2	2.3	7.9	15.9	27.2	51	75	0	6.04	20.8
1989/3/3	1.8	4.2	19.1	26.8	59	81	0	6.52	21.9
1989/3/4	5.5	0	7.4	22.6	65	74	0	6.28	9.4
1989/3/5	3.8	8.6	5.1	14.1	36	56	0	6.28	9
1989/3/6	1.8	4.8	7.1	15.2	35	48	0	6.28	10.6
1989/3/7	3.3	4.6	8.7	15.3	36	42	0	6.28	11.1
1989/3/8	0.8	9.6	4.5	16.7	27	44	0	5.8	11
1989/3/9	0.8	8.5	5.5	19.3	21	46	0	5.8	11.6
1989/3/10	0.5	9.5	5.4	22.4	26	58	0	5.57	12.9
1989/3/11	0	4.7	11.9	23.8	45	68	0	5.11	15.9
1989/3/12	1.3	9.3	10.2	27.4	38	69	0	4.88	18
1989/3/13	0.5	1	12.3	23.8	60	80	0	4.42	18
1989/3/14	0.3	6.3	14	28.7	50	76	0	4.88	20.4
1989/3/15	1.5	7.2	17.6	28.1	56	73	0	4.19	21.7
1989/3/16	0.5	4.9	17.1	28.6	46	76	4.1	3.5	21.5
1989/3/17	0.3	0	18.9	24	66	84	7.5	4.19	20.2
1989/3/18	0.8	0	18.1	19.9	87	96	10	6.52	18.8
1989/3/19	1	3.4	18	24.8	66	88	8.2	9.65	20.3
1989/3/20	2.5	3.9	15	22.1	59	74	0	8.2	17.3
1989/3/21	3	0	13.9	17.2	70	76	0.3	7	15.2
1989/3/22	1	0	14	16.6	80	85	31.7	7	14.9
1989/3/23	0.3	0.9	13.3	20.7	73	88	0	16.3	16.6
1989/3/24	1	1.5	17	24.4	65	84	4.2	12.6	20
1989/3/25	4	0	9.4	20.8	71	81	4.8	10.2	11.6
1989/3/26	1.8	1.7	8.6	15.2	63	78	0.1	10.2	10.6
1989/3/27	1.8	10.6	7.6	22.1	29	58	0	8.2	15.1
1989/3/28	1.5	10.4	10.6	23.4	36	59	0	7.72	16.9
1989/3/29	0.3	0.8	10.3	21.1	44	71	0	7.24	15.6
1989/3/30	0.5	2.6	14.8	25.8	53	74	0	6.76	19.4
1989/3/31	0.5	0	18	24.4	68	83	0	6.28	20.8
1989/4/1	1.5	0.5	19.4	24.7	64	83	0	6.04	21.8
1989/4/2	2	4.2	20.4	27.6	60	81	0.4	6.28	23.1
1989/4/3	2.5	3.3	20.6	25.9	69	87	45	7.96	22.6
1989/4/4	1.5	0	18.8	21.1	86	92	27.1	41.9	20.2
1989/4/5	1.5	0	17.1	20	80	89	18.9	40	18.4
1989/4/6	0.8	0	16.3	19.5	77	86	16.9	34	17.7
1989/4/7	0.5	0	16.2	18.3	81	90	10.2	41	16.8
1989/4/8	0	0	15.7	21.1	64	78	1.8	31	17.8
1989/4/9	0	0	16.4	19.5	74	86	0.4	20.9	17.8
1989/4/10	0.8	9	13.7	26.6	50	78	0	16.6	19.4
1989/4/11	1	2	18.8	24.1	53	79	0.5	13.5	20.5
1989/4/12	1.5	3.5	18.9	25.1	67	80	0	12.3	21.5
1989/4/13	1	0	19.8	22.5	80	91	24.8	24.2	20.8
1989/4/14	2.5	0	15	21.1	83	88	42.9	36.8	16.1
1989/4/15	1.8	2.4	13.6	21.6	60	79	0.5	60	17
1989/4/16	0	5.4	12.9	25.3	40	71	0	33.7	18.4
1989/4/17	0.5	0	17.1	20.1	71	90	14.9	27.4	18.4
1989/4/18	0.5	0	18.8	23	90	96	0.7	27.4	20.8
1989/4/19	1.8	0	21.5	27.3	70	85	0	21.2	24
1989/4/20	1.8	0.2	21.9	27.5	67	83	0	17.5	24.3
1989/4/21	1	1.1	22.4	27.6	71	85	1.3	15.3	24.3
1989/4/22	1.5	0	22.1	25.3	68	85	6.3	15	23.3
1989/4/23	1.8	1.7	18.2	22.3	67	80	0	18.8	19.6
1989/4/24	0.8	9.8	14.3	24.8	43	63	0	16	19.3
1989/4/25	0.5	0	15.4	22.7	60	76	0.8	13.2	18.7
1989/4/26	1.3	0	17.8	23.5	67	84	4.4	13.2	19.7
1989/4/27	0.8	0	18.2	22.5	86	93	1.5	13.8	20.3
1989/4/28	2	4.4	20.6	29.8	58	81	0	14.1	24.5
1989/4/29	1.5	1.2	22.3	28.4	65	82	2.8	13.5	24.6
1989/4/30	1.8	0	19.2	24.6	76	86	3.8	12.9	21.4
1989/5/1	0.5	1.6	18	26.4	70	87	60.7	14.4	21.7
1989/5/2	1.5	6.4	18.7	28.6	52	84	0.3	87.5	22.1
1989/5/3	1.3	0	19	23.1	66	80	19.1	34	20.1
1989/5/4	0.5	0	18	23.8	74	88	0.3	33.7	20.6
1989/5/5	2	9.6	19.3	29	44	71	0	26.8	23.5
1989/5/6	0.5	10	16.2	30.9	35	69	0	21.2	23.2
1989/5/7	0.3	6.7	17.9	29.6	47	74	0	17.8	23.6
1989/5/8	0.5	2.4	20.6	28.3	58	79	1.3	16.6	23.4
1989/5/9	0.5	2.4	22.3	28.5	75	87	0	16.3	24.7
1989/5/10	2.5	9	24.2	31.6	55	73	1.7	17.2	27.3
1989/5/11	2	6.2	24.2	30.1	64	81	2.4	16	26.8
1989/5/12	1	4.7	24.2	30.4	64	82	13.3	15.7	26.8
1989/5/13	2.3	0	20.4	27.4	82	89	24.6	42.9	22.6
1989/5/14	1	0	18.2	21.8	65	77	0.6	29.5	19.5
1989/5/15	0.3	0	17.1	21.7	71	85	0.2	21.5	19
1989/5/16	1	0.5	20.1	24.9	80	89	74.8	19.4	22
1989/5/17	0.8	0	21.4	25.3	75	89	0	66.7	22.7
1989/5/18	0.8	7	20.3	30.5	53	84	0	32.8	24.2
1989/5/19	1.3	6.5	20.2	31.1	55	79	6.1	23.4	25.3
1989/5/20	1.3	0	22	25.9	72	86	87.2	33.9	23.4
1989/5/21	1.5	0	21.6	24.6	89	95	138.5	175	22.8
1989/5/22	0	0	22.1	25.4	93	99	47.1	236	23.2
1989/5/23	0.5	0	22.5	27.2	78	93	21.3	127	23.9
1989/5/24	0.8	0	20.3	25	85	91	18.6	110	21.9
1989/5/25	0.8	0	18.5	23.1	78	91	5.8	95.4	20.2
1989/5/26	0.3	0.6	19.4	26.1	70	88	1.2	68.9	22.3
1989/5/27	0.8	0	21	25.8	80	92	0.9	56.7	22.9
1989/5/28	2.3	0.8	22.9	28.4	72	88	4.5	50.4	25.2
1989/5/29	0.8	0.4	21.9	28.7	76	90	23.2	53.5	23.8
1989/5/30	0	0	20.8	23.3	80	90	57.9	61.3	21.5
1989/5/31	0	0	20	23.1	84	97	49.3	137	20.9
1989/6/1	0	0	19.8	23.2	87	96	28.3	123	21.3
1989/6/2	0.5	0.3	21	25.6	80	97	35.4	150	22.2
1989/6/3	1.5	1.7	22.3	27.1	80	91	2.1	135	24.2
1989/6/4	1.3	4.7	22.8	30.1	67	87	0	88	25.9
1989/6/5	1.3	2.1	23.3	30.1	63	88	3.7	76.3	25.7
1989/6/6	0.5	2.8	23.6	28.9	75	93	2.6	72	25.3
1989/6/7	1.3	8.7	24.3	31.8	60	80	0.2	60.3	27.5
1989/6/8	1	11.5	21.7	32.6	50	78	0	52.9	26.9
1989/6/9	1.3	4.3	23.5	32.6	56	84	17.1	54.2	26.9
1989/6/10	1	3.2	23.9	31.4	62	86	9.9	56.1	26.5
1989/6/11	0.8	4	24	30.6	66	86	5.1	57.4	26.2
1989/6/12	0.8	7.2	22.5	29.3	74	92	26	61.9	24.9
1989/6/13	1.5	6.7	23.8	30.6	65	83	0	55.4	26.7
1989/6/14	2.3	6.9	23.5	31.6	62	80	0	46	27
1989/6/15	1.8	11.4	23.3	32.8	54	75	0	42.3	27.7
1989/6/16	2.8	5.8	23.8	31	62	77	0	38.2	27.5
1989/6/17	2.5	10.4	24.9	32	56	75	1	34.8	28.2
1989/6/18	1.8	8.3	25.8	33.3	55	76	4.5	32.2	28.7
1989/6/19	1	1.1	22.3	29.4	75	84	10	41.8	25.2
1989/6/20	0.8	0	22.4	25.7	82	91	67.7	54.9	23.9
1989/6/21	0.5	4	23.1	28.9	76	92	2	107	25.3
1989/6/22	2.5	0	23.3	26.7	81	91	14.4	52.1	24.6
1989/6/23	1.8	3.5	21.4	26.1	72	83	0	60.5	23
1989/6/24	0.5	1.1	21.5	27.6	72	83	0	43.3	24.2
1989/6/25	0.8	4.1	22.7	30.9	58	82	6.8	38.7	26.1
1989/6/26	0.5	4.5	23.8	30.1	67	85	2.3	41.8	26.5
1989/6/27	1.3	3.2	24.1	30.8	70	87	4.5	42.3	26.4
1989/6/28	1.3	5.3	24.2	31.6	62	81	0	37.2	27.8
1989/6/29	1.8	7.5	24.7	31.6	56	77	0	32.6	27.8
1989/6/30	0.8	5.1	22.2	30.8	64	86	7.7	33.8	26
1989/7/1	1.3	2	22.5	31.5	59	82	0	37.7	26.3
1989/7/2	0.8	2	24.1	31.6	59	78	0.1	29.8	27.7
1989/7/3	1.3	10.4	24.3	32.6	55	80	0	27.9	27.5
1989/7/4	1.3	10.5	23.8	33.1	55	78	0	26.2	28
1989/7/5	0.3	9.3	23.2	33.8	52	76	0	24.3	28.1
1989/7/6	0.5	12.5	22.4	35.5	41	73	0	23.4	27.6
1989/7/7	0.3	11.9	22	35.8	48	73	0	21.9	28.7
1989/7/8	0	10.8	24.2	34.6	59	77	0	21	29.5
1989/7/9	0.8	8.4	24.8	34.3	53	76	3	20.7	29
1989/7/10	0.8	2.5	23.8	31.5	60	81	2.2	21	27.2
1989/7/11	1	9.2	24.8	31.9	55	80	6.6	24.3	27.1
1989/7/12	1	12.7	23.4	33.8	50	76	0	22.8	28.2
1989/7/13	0	11.4	23.7	35.8	45	73	0	20.5	29.3
1989/7/14	0.5	11.7	24	35.9	44	71	0	18.3	29.6
1989/7/15	1	6.3	23.9	36.3	41	76	0	16.7	28.4
1989/7/16	0.3	9.3	23.7	36.3	45	76	0	16.2	28.9
1989/7/17	1.3	7.7	24.8	34.8	49	70	0.3	15.8	29.6
1989/7/18	2	0.6	24.4	29.9	59	74	27.8	16.7	26.8
1989/7/19	1	10.8	24	34.1	48	74	0	32.9	28.3
1989/7/20	0.5	11.9	23.6	35	44	71	0	19.4	28.9
1989/7/21	1.8	11	23.7	36.1	47	71	0	16.9	29.7
1989/7/22	0.8	7.4	25	34.6	50	77	0.4	15.8	28.3
1989/7/23	1.3	6.1	24.2	33.6	53	82	2.3	16.9	27.4
1989/7/24	2	5.7	24.8	32.3	58	80	3.2	17.8	27.3
1989/7/25	2	3.3	25.1	32.3	57	80	0	15.3	27.8
1989/7/26	1.5	1.9	25.4	32.8	54	84	3	14.7	27.5
1989/7/27	0.8	2.2	25.3	32.8	58	84	33.1	14.2	28.2
1989/7/28	2	0	21.4	28.8	78	90	6.6	44.9	24
1989/7/29	2.8	0	20.8	22.5	72	80	3.1	26.2	21.5
1989/7/30	2	0	19.4	24.4	73	82	0.5	22.2	21.7
1989/7/31	1.8	1.1	20.4	27.2	68	78	5.8	21.2	23.5
1989/8/1	1	2.1	21.8	28.3	68	85	0.1	21.2	24.5
1989/8/2	1.5	9.5	22.5	33.1	51	77	0.6	20.3	26.9
1989/8/3	0.5	9.1	23.4	34.5	44	71	0	19.1	28.2
1989/8/4	1.3	8.4	23.3	33.4	46	71	15.2	16.6	27.6
1989/8/5	0.3	9.9	23	33.6	43	67	0	16	28
1989/8/6	0.8	11.2	22	35.5	37	68	0	15.3	28.5
1989/8/7	1	9.3	24.1	35.1	44	73	0	15	28.9
1989/8/8	0.3	10	25.3	34.9	50	75	0.1	15.3	29.3
1989/8/9	0	9	25.1	33.9	51	77	0	13.3	28.2
1989/8/10	1	9.4	24	35.6	50	77	0	12.5	28.8
1989/8/11	1.5	5.3	25.6	31.6	62	82	1.9	12.5	27.6
1989/8/12	0.5	7.8	25.2	32.1	61	81	0.8	15	27.5
1989/8/13	0.5	7.8	23.8	34.8	48	77	0	14.1	28.5
1989/8/14	0.5	10.2	23.7	37	45	73	0	13.6	29.5
1989/8/15	0.5	7.7	24.4	37.3	43	74	27.5	13	29.3
1989/8/16	0	7.2	22.1	35.3	46	74	0	15.3	27.9
1989/8/17	1.3	5.7	24.4	35.6	49	78	2.8	13.6	27.8
1989/8/18	1.5	9.7	23.3	33.8	46	72	0	12.8	27.3
1989/8/19	0.5	7.3	22.6	34.1	47	76	0	13	26.9
1989/8/20	0.5	10.4	23.7	34.4	47	71	0	12.2	28.3
1989/8/21	1.8	9.8	23.7	34.4	43	68	0	12.2	28.4
1989/8/22	2	6.1	25.7	31.3	61	70	0	12.2	27.7
1989/8/23	2.8	6.6	23.9	32.3	59	79	30.3	11.9	26.7
1989/8/24	1.3	3.1	23.6	30.6	64	86	0.1	23.7	26.6
1989/8/25	1.3	6	23.1	32.6	58	80	1.3	17.8	27.4
1989/8/26	1.5	8	24	34.6	50	77	15.1	14.7	27.7
1989/8/27	2	7.4	23.7	33.4	54	78	0	15	27.6
1989/8/28	1.3	5.6	24	32.6	57	84	15.6	13.6	26.8
1989/8/29	2.3	0	24.1	26.9	81	92	6	22.5	25.4
1989/8/30	1.3	5.8	24.7	33.1	56	86	0.2	18.8	27.6
1989/8/31	0.3	9.4	23.5	33.9	51	81	0	14.7	27.8
1989/9/1	1	8.6	23.6	32.9	56	82	0	13	27.4
1989/9/2	0.5	7.4	24.3	33.4	57	81	0	12.2	27.8
1989/9/3	1.3	6	24.1	34.5	49	80	2.6	11.4	27.3
1989/9/4	0.5	9	24	33.5	51	78	0	11.7	27.7
1989/9/5	1.3	6.9	24.1	33.1	52	78	0	10.6	27.8
1989/9/6	3	10.2	24.6	31.7	62	77	54.6	12.2	27.5
1989/9/7	1.8	10.1	23.8	32.7	56	78	0	23.4	27.6
1989/9/8	1.3	2.7	24.6	29.5	65	79	0	14.1	26.4
1989/9/9	2	6.6	23.3	32	50	69	0	12.2	27.5
1989/9/10	2.8	10.4	23.5	32.8	51	65	0	10.9	28.3
1989/9/11	4	8.5	26.1	32.5	45	59	0	10.6	28.5
1989/9/12	4	9.9	24.8	31.5	46	62	0	10.1	27
1989/9/13	4.3	8.3	23.7	31.5	34	51	0	9.84	26.6
1989/9/14	2.8	0	17.9	25.4	45	74	11.2	9.32	20.9
1989/9/15	0	0	17.9	22.9	78	89	0	10.4	20.4
1989/9/16	1.5	0	19.9	26.1	80	90	1.6	11.1	22.7
1989/9/17	1	2.3	21.4	30.3	65	84	0.9	11.7	25.8
1989/9/18	1.5	7.8	24.4	31.9	58	77	0	11.4	27
1989/9/19	1.5	5	23.6	30.8	60	79	0	10.4	26.2
1989/9/20	0.5	3.7	23.2	30.3	62	82	0.1	10.4	26.1
1989/9/21	1	2.1	23.6	29.8	63	88	11.2	13.6	25.3
1989/9/22	1.5	9.3	21.8	30.9	53	81	2.2	22.5	25.4
1989/9/23	1.5	3.4	21.8	29.6	61	85	1.5	13.3	24.2
1989/9/24	0.8	5.9	21.6	30	61	86	8.7	15.3	24.7
1989/9/25	1.5	7.5	22.3	32.4	44	80	0	14.1	25.7
1989/9/26	0.8	10.7	21.5	33.5	41	77	0	10.4	26.6
1989/9/27	0.5	8.7	21.8	34.1	45	79	0	9.84	26.7
1989/9/28	1	1.2	23.9	30.7	67	81	0	9.84	26.6
1989/9/29	3.5	3.8	23.8	28.5	60	72	0	9.58	25.6
1989/9/30	2.8	3.7	22.6	28	63	74	3.8	9.84	25
1989/10/1	3	0.7	21.4	25.6	74	85	0	9.58	22.9
1989/10/2	2.3	5	21.2	26.2	65	77	0	9.58	23.3
1989/10/3	1.3	7	20.3	29.8	51	66	0	8.8	24.4
1989/10/4	1.8	9.6	20.7	30.8	47	68	0	9.06	24.9
1989/10/5	0.8	8.4	19.4	30.9	46	72	0	8.8	24.6
1989/10/6	2.8	7.7	21.6	28.6	48	62	0	8.3	24.6
1989/10/7	2.8	5	21.4	26.9	52	64	0	8.55	23.5
1989/10/8	4.3	7.2	18.8	27.1	38	51	0	8.3	22.9
1989/10/9	2.3	1.4	18.1	26.6	37	47	0	8.05	21.9
1989/10/10	1	6	17.1	29.1	42	64	0	7.8	22.8
1989/10/11	1.3	9.6	16.7	30.6	33	62	0	7.8	22.9
1989/10/12	2	0	19.5	25.3	52	60	1.4	7.8	22.5
1989/10/13	1.8	0	20.5	24.1	68	87	0.9	8.05	21.7
1989/10/14	1.3	4	20.2	29.8	55	81	0	8.8	23.7
1989/10/15	0.8	9.9	20.8	33.1	43	76	0	8.8	25.4
1989/10/16	2.5	4.5	19.3	29.9	60	78	0	8.3	22.3
1989/10/17	4	2.5	14	20.2	54	65	0	7.55	16.3
1989/10/18	2	9.3	12.3	25.9	44	64	0	8.05	18.6
1989/10/19	3.8	6.7	15	21.9	38	56	0	8.05	18.3
1989/10/20	3.5	10	14.6	24.6	32	43	0	7.8	19
1989/10/21	2.8	1.2	17.7	23	40	52	0	7.55	19.8
1989/10/22	1	7.2	19.3	29.4	41	53	0	7.8	23.2
1989/10/23	1.3	9.9	16.3	31.3	40	67	0	7.8	22.7
1989/10/24	1.3	7.7	17.2	31.5	49	73	0	8.05	23.8
1989/10/25	0.8	7.2	18.9	31.5	46	77	0	7.8	24
1989/10/26	0.8	8.9	19	30.8	49	77	0	7.55	24
1989/10/27	0.3	9.1	18	31.1	49	76	0	7.55	23.3
1989/10/28	2.3	7.5	18	28.4	60	80	0	7.3	22.4
1989/10/29	0.8	2.3	20.4	26.7	58	75	0	7.05	22.7
1989/10/30	0.5	8.5	18.5	31.6	44	74	0	7.3	24.3
1989/10/31	0.3	2.6	19.5	30.8	53	83	0	7.3	22.9
1989/11/1	0.8	6.8	18.3	27.8	39	67	0	7.3	22.3
1989/11/2	1.3	2.5	15.3	26.9	55	77	0	7.3	20.8
1989/11/3	1	6.6	17.7	28	50	74	0	7.3	22.8
1989/11/4	0.8	6.3	18.1	28	50	77	0.4	7.55	22.3
1989/11/5	0.5	7	16.4	28.9	49	81	0	7.55	21.5
1989/11/6	1	8	16.7	30.7	39	75	0	7.3	22.5
1989/11/7	1	8.6	16.9	31.1	43	73	0	7.3	23
1989/11/8	3	6.4	17.3	25.2	62	78	0	6.8	20.6
1989/11/9	4.5	7.7	15.3	21.9	51	65	0	6.3	17.8
1989/11/10	2.5	0	14.1	19.1	58	68	0	6.09	15.7
1989/11/11	0.8	8.8	12.5	26.8	43	72	0	6.3	18.2
1989/11/12	0	7.7	15.2	29.6	36	71	0	6.3	20.5
1989/11/13	3.3	1.8	15.1	21.8	61	70	0	6.3	17.7
1989/11/14	3	0	11.6	15.3	63	73	0	5.88	13.3
1989/11/15	2.5	0	10.6	14.9	63	73	0	6.09	12.2
1989/11/16	2.5	0	11.4	14.6	67	74	0	6.09	12.7
1989/11/17	2.5	3.9	10.7	19.5	49	66	0	6.09	14.3
1989/11/18	3.3	2.1	11.8	16	52	62	0	6.09	13.5
1989/11/19	1.3	8.8	9.4	19.3	33	56	0	6.09	13.5
1989/11/20	2.3	9.2	7.4	20.6	20	53	0	6.09	12.3
1989/11/21	1	9.6	5.6	23.1	32	60	0	5.88	13.5
1989/11/22	2.3	4.4	9.9	21.8	41	60	2.2	6.09	15.6
1989/11/23	1.5	0	12.8	19.4	51	74	0	6.09	15.6
1989/11/24	2.3	8.1	15	21.2	52	67	0	5.88	17.4
1989/11/25	0.5	8.5	13.3	22.3	49	63	0	6.09	17.8
1989/11/26	0.5	4.3	16.2	23.9	53	67	0	5.88	18.8
1989/11/27	2.3	6.7	13.5	22.6	41	67	0	5.67	17.3
1989/11/28	5.3	9	10	17.5	13	33	0	5.67	12.5
1989/11/29	2	9.1	5.4	17.2	19	35	0	5.46	10.2
1989/11/30	2.5	8.8	4.9	18.7	17	42	0	5.46	10.8
1989/12/1	2.8	8.7	5.6	20.1	17	43	0	5.88	11.3
1989/12/2	1.5	9.1	3.2	21.9	13	47	0	5.67	11.5
1989/12/3	0.5	9	3.1	23.6	19	59	0	5.25	11.4
1989/12/4	0.5	8.7	3.5	25.2	21	62	0	5.25	12.3
1989/12/5	0.8	8.8	4	24.8	21	63	0	5.25	12.4
1989/12/6	0.5	8.4	4.2	25.3	19	64	0	5.25	12.8
1989/12/7	0	8.7	4.7	26.6	22	64	0	5.04	13.6
1989/12/8	1.3	8.3	6.6	23.2	33	66	0	5.04	13.7
1989/12/9	1.3	8.4	7.2	23.1	32	60	0	5.04	13.7
1989/12/10	1	8.9	5.6	24	31	71	0	5.04	13.2
1989/12/11	0.8	8.9	6.6	24.9	34	70	0	5.04	14
1989/12/12	1	8.5	7.4	23.8	35	70	0	5.04	14.2
1989/12/13	3	7.4	10.5	20.9	43	67	0	4.41	14.2
1989/12/14	2.8	3.6	11.5	15.7	50	61	0	4.62	12.8
1989/12/15	0.3	6.8	8	19	44	66	0	5.25	11.8
1989/12/16	1.3	8	5.5	20.6	31	67	0	5.25	12.1
1989/12/17	0.8	8.6	5.1	22.6	36	66	0	5.25	12.5
1989/12/18	0.5	6	6.5	23.5	36	68	0	5.04	13.7
1989/12/19	2.5	6.9	9.6	21.9	40	61	0	5.67	14.8
1989/12/20	1.3	7.2	9	22.4	42	65	0	5.46	15.6
1989/12/21	1.3	0.9	12.6	21.4	54	74	0.6	5.25	15.8
1989/12/22	1.5	0	12.1	16.1	64	76	4.5	5.25	13.8
1989/12/23	3.3	0	9.7	13.1	64	78	1	5.46	11
1989/12/24	2.3	0	6.6	10.9	67	74	0	5.46	8.5
1989/12/25	2.3	0	8.6	12.1	75	80	0	5.25	9.8
1989/12/26	3	0	7.6	9.8	72	80	1.6	5.25	8.3
1989/12/27	1.8	1.7	5.7	11.1	64	74	0	5.25	8.4
1989/12/28	0.8	0	8	15.7	73	88	6	5.46	10.7
1989/12/29	3.5	0	7.1	10.4	67	78	1.8	5.88	8
1989/12/30	1.5	0	6.6	10	65	76	18.2	6.09	7.7
1989/12/31	0	0	7.2	12.2	81	92	0	10.1	9.5
1990/1/1	0.5	0	10.8	13.3	84	94	8.6	9.71	11.6
1990/1/2	3	4.4	9.7	13.5	64	78	0.3	9.86	10.9
1990/1/3	2.5	1.2	8.4	13.9	60	70	0	7.33	10.5
1990/1/4	0.5	4.9	7.9	18.6	47	73	0	6.44	11.9
1990/1/5	0	0	10.9	15.2	69	86	8.5	6.11	12.9
1990/1/6	1	0.9	12.2	16.1	70	82	0	6.78	13.5
1990/1/7	0	3.2	11.2	20.3	57	80	0	6.59	13.9
1990/1/8	1.5	9	11.4	24.4	49	80	0	6.09	16.1
1990/1/9	1.3	7	12.7	24.4	50	81	0	5.83	17.4
1990/1/10	2	5.5	13.4	20.4	71	85	0	5.45	15.9
1990/1/11	1.8	1.9	12.8	20.7	61	79	0	5.76	15.4
1990/1/12	3.3	5	11.3	17.6	60	76	0.3	5.64	13.4
1990/1/13	1.5	0	10	13.1	75	83	3.9	5.44	10.8
1990/1/14	0	0	10.5	13.1	87	94	4.9	5.71	11.6
1990/1/15	3.5	0	8.3	13.8	74	86	4	6.37	10.9
1990/1/16	3.8	0	4.8	8.5	67	71	0	7	6
1990/1/17	0.5	0	5.1	11.3	72	81	2.9	6.21	8.1
1990/1/18	0	0	9.8	12.5	84	94	32.5	6.55	10.9
1990/1/19	2.5	0	7.4	11.6	75	86	10.4	14.6	8.9
1990/1/20	3	0	4.6	7.7	77	85	2.9	12.1	5.3
1990/1/21	0.8	0	3.9	7.7	80	91	2.9	10.6	5.3
1990/1/22	2	0	5.6	7.7	84	90	7.7	9.52	6.4
1990/1/23	3.3	7	5.1	9.8	62	72	0	11	6.5
1990/1/24	1.3	5.2	3.6	15.2	42	70	0	9.16	8.2
